BUS_jl,EBUS,FOREST_OF_TREES,PROPOSAL_ARRAY,BUS
48.922,54.483000000000004,89.789,78.973500,270.638500
60.037,55.4655,112.1188,63.904200,332.911400
76.60166500000001,68.90043,96.99753,71.139885,412.166000
190.15425200000004,162.44154200000003,242.596122,275.269886,524.475504
331.82333940000007,303.25684070000005,362.7949918,219.861390,733.101428
